Id,SalePrice
1581,145054.79812715782
1582,107324.04720264231
1583,304540.3555222993
1584,240947.28774647557
1585,165021.2549121032
1586,53749.81666585858
1587,93739.98636247992
1588,148564.6039293932
1589,100344.19354497531
1590,128689.79754914241
1591,77169.26519068793
1592,106363.43523345579
1593,120558.56414734581
1594,121327.6408483774
1595,120964.2479196297
1596,227904.61600423735
1597,167904.2430301562
1598,204010.7250507856
1599,206246.5929682319
1600,201778.4094712643
1601,42359.75749955626
1602,139970.10468261587
1603,68976.75952244422
1604,273343.44697702106
1605,262180.3827011221
1606,164829.5096256984
1607,179391.52393268506
1608,208988.9741067137
1609,200029.7764907465
1610,145124.7626002434
1611,141763.30365644526
1612,190282.69777324874
1613,163765.84156805495
1614,135509.8410027837
1615,76795.42122962815
1616,74575.18552817666
1617,84310.90161934448
1618,106750.83160216891
1619,137546.498817088
1620,174434.29708130276
1621,145415.16508999528
1622,128071.1601743107
1623,267232.24985827005
1624,224492.0859956017
1625,114225.36770100956
1626,167613.8531348411
1627,188261.24757398377
1628,277213.17126899154
1629,184390.4457391123
1630,347210.54142410913
1631,202161.34703356723
1632,253150.90949196063
1633,185286.96217871222
1634,189668.0585910293
1635,182202.6449926195
1636,163110.28528895907
1637,184758.32792537424
1638,213432.81878629277
1639,174516.94665355692
1640,257776.15828321353
1641,186669.02040163698
1642,245820.24491575142
1643,236416.4921747241
1644,240184.4098682012
1645,215826.35867483597
1646,154794.89466939602
1647,156652.85998295542
1648,127349.11457658352
1649,138344.51782465205
1650,99994.63518326363
1651,95077.74374396767
1652,110820.35600862227
1653,111154.45535613917
1654,164979.36950459526
1655,157280.41851888315
1656,157958.25530007159
1657,165287.78287730544
1658,169151.50029822948
1659,130352.04985981985
1660,142755.59768948038
1661,380755.9433500004
1662,343521.6002345729
1663,343029.6707529314
1664,421111.6841375142
1665,303677.5083642772
1666,301833.66221235914
1667,328501.50368110905
1668,330519.46372655
1669,296718.2646004666
1670,330465.6221694305
1671,257875.8334169313
1672,384288.2320907727
1673,279090.33192439866
1674,239020.72994348695
1675,205669.28179054
1676,206031.57993772576
1677,222203.26943343537
1678,411248.9122477869
1679,335936.3032599691
1680,316757.66151007684
1681,276227.2270931533
1682,287530.46122862946
1683,205261.15491035065
1684,208643.94934141941
1685,186244.74713616972
1686,187605.36919467567
1687,189915.86171721245
1688,207596.3968670311
1689,207006.6542917793
1690,216650.82744513292
1691,200967.6779199964
1692,270164.6009761406
1693,200472.47330767816
1694,175150.7477626089
1695,173169.78021896296
1696,268202.0759859369
1697,160014.88448168754
1698,318136.48017170816
1699,284975.71306737
1700,245248.30979460044
1701,271231.44390619185
1702,255736.89924390797
1703,247564.66997131213
1704,273434.4072367409
1705,244435.76843048536
1706,393557.39800622524
1707,217974.09730284856
1708,211374.75067197104
1709,259605.27100482132
1710,228406.40207788153
1711,275177.1519637855
1712,249402.16184845337
1713,271163.1888747382
1714,229849.88523474158
1715,215592.96207632936
1716,194938.13413795878
1717,194861.77069732433
1718,142871.22576393912
1719,221493.2212007669
1720,250223.8423879843
1721,192863.9880122205
1722,135546.6379419945
1723,167208.80477943234
1724,218872.0078378561
1725,243416.4515082436
1726,208965.67760348538
1727,183543.2488597932
1728,204381.05870216773
1729,157302.94360916698
1730,140774.61727246767
1731,111803.44536812283
1732,115149.52887780458
1733,117471.41820930704
1734,113921.1166850467
1735,139225.13986679233
1736,106964.82719733339
1737,305010.14027809654
1738,231149.04556107413
1739,281258.65352663177
1740,209683.7805015306
1741,203320.6544240221
1742,182613.34441331096
1743,202444.05257802733
1744,289272.17111121723
1745,234634.3185681109
1746,223608.67399794373
1747,223179.6228978594
1748,215161.36162087848
1749,156275.96438647868
1750,143935.20733196652
1751,248917.42549731504
1752,108508.8220417673
1753,149103.30711301413
1754,214215.1037903288
1755,171073.40120741437
1756,102794.86771050759
1757,103695.95834058907
1758,138909.1152577011
1759,169799.96288693257
1760,161656.98647248498
1761,154236.45477771337
1762,159511.16595131237
1763,179141.23526560012
1764,108270.0983728458
1765,193882.42143287175
1766,194455.10958379475
1767,215215.0549080556
1768,140488.06093075962
1769,163799.094843263
1770,155852.76602839192
1771,123541.66651454082
1772,147855.17835265948
1773,105508.95936003386
1774,147031.76195622745
1775,132757.59844050652
1776,136159.2147752367
1777,87332.02653039113
1778,145585.8886674966
1779,134985.98536382578
1780,170305.68653454448
1781,122001.52617982487
1782,61113.00205478558
1783,142934.35827113086
1784,94887.97375327599
1785,141074.9712396326
1786,133411.6198288029
1787,182187.145304069
1788,9149.12844808324
1789,111531.87229983241
1790,64113.93169034328
1791,200991.29265804266
1792,161434.32553931334
1793,129030.67802993822
1794,165466.30261767234
1795,132414.3817868768
1796,135981.76881852213
1797,158506.33424655892
1798,108922.52770416508
1799,95822.33202860318
1800,134236.8932502859
1801,101078.61093376618
1802,131424.93501204907
1803,160658.27805662077
1804,147959.9833820983
1805,134609.05453190734
1806,135986.04667489012
1807,169126.56434237698
1808,134102.15728446082
1809,128128.78331607647
1810,148431.31008814773
1811,45762.36916573459
1812,93973.60340437852
1813,121704.749667478
1814,66830.47224005422
1815,36312.07750502901
1816,89763.17581011623
1817,135534.93171470295
1818,178714.71723692174
1819,137995.14833637778
1820,70079.30127264012
1821,104820.5042943572
1822,163445.0066099702
1823,38067.88336743522
1824,146839.05562703314
1825,134807.15000839977
1826,109456.50639079325
1827,102507.53714053228
1828,125373.38478333512
1829,138164.8417236939
1830,168473.35704856282
1831,177308.0797764569
1832,129278.99732161939
1833,161678.40809061428
1834,148217.09523377233
1835,150832.14918451823
1836,134736.838533417
1837,119871.14536356131
1838,145210.42231652568
1839,43218.68201464083
1840,143284.37737090138
1841,132443.29868471282
1842,97591.73475679767
1843,129030.45160729127
1844,141767.95613199976
1845,137215.88549855104
1846,157997.21682707293
1847,182211.99279758605
1848,18502.388464803546
1849,127649.99900530648
1850,115333.72849487467
1851,160941.91074703218
1852,119299.26322875862
1853,152729.827317266
1854,193087.27332069565
1855,195804.14263702944
1856,237490.94183308448
1857,178219.83400975095
1858,135098.8522545131
1859,114955.83459063509
1860,157685.2147624423
1861,113818.85972470703
1862,246903.78467388582
1863,244703.26570845736
1864,244724.0571287129
1865,345600.88192237844
1866,327036.4691487587
1867,232412.26566031572
1868,282251.349814135
1869,223377.1554681492
1870,233950.66899884972
1871,253804.63586782882
1872,185920.67248465368
1873,231765.28151964533
1874,127725.08128964188
1875,198297.8708125816
1876,188206.0209904988
1877,231609.6592043443
1878,220978.5277915251
1879,125490.16039466407
1880,117291.5879054302
1881,261088.420379878
1882,250762.66918173953
1883,209322.6593673616
1884,219973.51106100946
1885,249258.86740524494
1886,284146.5501081239
1887,236552.07448575195
1888,280439.59492920863
1889,177326.83100508325
1890,115599.7542150233
1891,150574.84756420032
1892,86548.80805443146
1893,124572.94815533576
1894,118265.94295466438
1895,160849.07221859865
1896,126302.4439209094
1897,127368.82567543359
1898,117739.72761172932
1899,159778.75820157587
1900,138199.2953172395
1901,152295.33777405947
1902,147437.8453393491
1903,208370.5041467423
1904,131739.63267996858
1905,169279.34895458675
1906,129703.1609198155
1907,199489.6492913585
1908,112541.17238142615
1909,156577.9517893316
1910,136870.6706125133
1911,177589.57565995774
1912,288382.4933516043
1913,171799.3093610039
1914,56489.416969627404
1915,289569.4265332181
1916,42502.08244251547
1917,256620.88490720108
1918,134539.64014028184
1919,178661.33443116475
1920,167490.725176608
1921,359931.8206156482
1922,321011.82244915934
1923,220395.74296887618
1924,225109.32463831684
1925,236438.5458120526
1926,354671.6958444086
1927,133573.75112333256
1928,157045.05681700233
1929,117880.32392111173
1930,147282.44633016552
1931,137568.6099730945
1932,137172.64496178654
1933,168082.3298951354
1934,170807.41804873294
1935,166610.46180687562
1936,186354.39030491942
1937,173125.36387284115
1938,186305.8869001272
1939,269291.8852913639
1940,214611.2962420239
1941,172252.7503647258
1942,193490.65181995483
1943,211190.9281232096
1944,297567.9884005111
1945,336947.4358561456
1946,168580.86506342303
1947,309575.4254609402
1948,185437.72113893772
1949,265933.16230362456
1950,198759.30386192424
1951,271952.91349308845
1952,240972.45286727897
1953,180579.03764568773
1954,202804.89956283369
1955,130046.51330754787
1956,322337.6176359069
1957,150683.01745984508
1958,287078.13967814285
1959,139458.38754418198
1960,101056.1352892702
1961,121286.75569308994
1962,114366.75611106167
1963,119809.21355364847
1964,114661.7865167089
1965,162028.97531246513
1966,149823.88603509674
1967,278313.5792073717
1968,354797.746811716
1969,338897.93211874797
1970,363048.6475422833
1971,405005.3578234862
1972,348682.1219045988
1973,272437.929754689
1974,307923.1584204268
1975,419137.8776800567
1976,266484.0774176164
1977,328943.8065921108
1978,313076.59741095174
1979,309935.63390917797
1980,208774.36648468088
1981,331400.56538540986
1982,234183.06256799478
1983,219893.15627287133
1984,203617.03242535624
1985,239996.85152815588
1986,245206.98363927534
1987,189556.29263389655
1988,192529.3140736928
1989,209191.24635663003
1990,226401.0634638062
1991,220514.10702023868
1992,224387.54798601926
1993,190348.031648808
1994,241962.0094276849
1995,184019.52187526025
1996,260281.975262564
1997,299760.60681480344
1998,295156.0914767452
1999,287157.6846651562
2000,277781.67419057456
2001,259829.35754682208
2002,257082.77686719273
2003,251500.41095392642
2004,264023.0103153533
2005,246402.6967699254
2006,217458.16719751255
2007,241668.07556684405
2008,209387.74280110173
2009,205267.81744815237
2010,217206.4731944156
2011,153707.2746210314
2012,190579.60997062686
2013,194468.03363599846
2014,206774.58364921345
2015,216337.43245559608
2016,209125.3683785027
2017,217371.98019546075
2018,110972.55221319129
2019,125266.60314369187
2020,108578.99254937423
2021,116070.86271260926
2022,165807.87012122056
2023,149441.81101608425
2024,265326.42011324875
2025,323605.2604660387
2026,195360.81185301128
2027,170055.90839531992
2028,186893.90671073776
2029,164585.46904822518
2030,269517.0389459494
2031,261817.54418653852
2032,274474.9087296339
2033,265337.29931866284
2034,194100.24687855868
2035,194323.67145726466
2036,231494.62643127996
2037,235761.46184831994
2038,337497.45591887203
2039,224037.3064244413
2040,333490.8964605795
2041,282015.3530777998
2042,203943.65678816222
2043,180549.65290051556
2044,190000.53294122565
2045,211143.24594475565
2046,133661.44507321544
2047,142420.48918505813
2048,129078.91788340037
2049,140161.9503981338
2050,192972.34140855403
2051,115630.52676345233
2052,120990.82120836669
2053,136823.6175599598
2054,74843.15472144567
2055,148017.70819276138
2056,137823.0336052207
2057,114568.43012617424
2058,214556.2656260121
2059,129109.97689082733
2060,189676.4957776585
2061,172494.96485021946
2062,125100.25072021506
2063,109877.94378693163
2064,137863.42425355277
2065,118946.55904510707
2066,171039.8471955896
2067,145689.4329849469
2068,140506.5544995813
2069,77788.08268937
2070,99012.81783556577
2071,77959.757657946
2072,172842.17587875164
2073,119793.47096986251
2074,166821.2368598715
2075,134313.42174441504
2076,100336.04774432653
2077,141505.126142006
2078,118017.75780207038
2079,141288.0068336182
2080,110276.17535893898
2081,128794.3818122097
2082,123664.36782367466
2083,143071.53404077873
2084,90762.2528298921
2085,114350.72610875824
2086,129935.2289220102
2087,123337.64419199273
2088,109351.06899929489
2089,64117.03475909683
2090,154663.36853860054
2091,87169.76149666417
2092,139564.0458668132
2093,147861.41422379916
2094,144193.0273107417
2095,147868.57718545935
2096,94920.91733793227
2097,80253.72767281253
2098,146795.86407685306
2099,23216.717155704915
2100,74820.17574503235
2101,107628.2721077642
2102,148303.3467135954
2103,100862.70348740858
2104,158603.08374055105
2105,130105.23416614081
2106,34170.61459873087
2107,203188.20550961615
2108,99361.25627151103
2109,95837.79673855525
2110,132470.58365345324
2111,179818.02655141146
2112,135055.12841125063
2113,131371.85528570515
2114,122904.1028543151
2115,166831.89991731537
2116,102160.1823009266
2117,149471.22192292984
2118,121044.83351787415
2119,115478.64674331358
2120,104326.55536045466
2121,74530.95574945168
2122,90496.278904228
2123,96945.12346435004
2124,183281.8597947042
2125,150744.71620354752
2126,177304.7790115731
2127,166076.0103975619
2128,167303.54712411485
2129,120019.16183586171
2130,139290.85343660644
2131,147070.21433259963
2132,120969.07832984484
2133,119186.42422863949
2134,128456.78942111981
2135,91210.40897896062
2136,49692.329580840975
2137,118375.83739266012
2138,157147.5296715965
2139,142259.8730098932
2140,133983.7361270972
2141,150892.03231292756
2142,113285.93484208186
2143,140315.4537702915
2144,133812.0823855909
2145,130423.98527626714
2146,153349.22346790697
2147,178130.54726556948
2148,151593.632591065
2149,157343.75379715956
2150,204992.41455002953
2151,124360.06314416087
2152,139681.87914767294
2153,190673.53389532844
2154,109500.17662823614
2155,142514.0678540951
2156,279164.58979630796
2157,247667.2921050586
2158,246573.97013463164
2159,236426.8805974242
2160,191383.45061069084
2161,247265.3003243355
2162,374995.7264257597
2163,335859.6366669517
2164,248073.04063516922
2165,195732.7441764377
2166,138463.56573112347
2167,209763.43817573253
2168,200327.99919513255
2169,213742.44139357182
2170,230744.27445304967
2171,146133.44875597078
2172,121620.45670149304
2173,156751.05127358102
2174,245022.60578983722
2175,285342.64960375545
2176,289522.3525889454
2177,250640.59700325868
2178,232933.24382887504
2179,159454.13439088975
2180,218592.99573290857
2181,206314.62575227904
2182,225788.78275406887
2183,205892.77142483005
2184,129101.3735212326
2185,143053.29643997797
2186,149986.31900356922
2187,141472.99238668443
2188,139693.09862897135
2189,314723.8191971035
2190,65966.59744657736
2191,66837.14464477301
2192,76787.31555401586
2193,118014.75512951062
2194,106313.32598079205
2195,114243.59709531104
2196,129099.81854398028
2197,111275.71212757379
2198,168844.49588570461
2199,168097.34217183638
2200,152026.95354330508
2201,147054.26641970148
2202,183856.37009989392
2203,143352.62912953485
2204,169553.44575084353
2205,120585.57146863124
2206,139784.800538266
2207,204803.43763585042
2208,225613.99752074797
2209,199245.66522492297
2210,132854.13136648698
2211,113697.8861586423
2212,97344.68488209823
2213,113183.85158914927
2214,146362.8735948948
2215,97467.31904391124
2216,154867.77886299198
2217,8406.250009475421
2218,95532.89976151439
2219,79744.9841163838
2220,44201.865310016845
2221,290984.75702681625
2222,271179.3193249187
2223,285181.7369124467
2224,222793.22922736246
2225,128055.39952756985
2226,173346.1041143989
2227,225242.97534304156
2228,278673.1216719679
2229,240987.81786733642
2230,139060.6254685264
2231,209746.07091333545
2232,181030.39307950213
2233,210797.61135591308
2234,255429.2630425519
2235,236983.461247322
2236,255813.19456441977
2237,306435.03729146684
2238,205291.01528448696
2239,117770.00878584213
2240,169454.0892685744
2241,162532.5285587733
2242,138739.20483924946
2243,133088.0173548466
2244,100965.40387688263
2245,96453.89901673302
2246,147473.19688646725
2247,114814.62344472035
2248,101229.47130688722
2249,119396.75317828017
2250,119219.4373953185
2251,168569.49434110962
2252,180386.81845197934
2253,155751.78392811117
2254,172353.00506304603
2255,188641.64442688806
2256,200677.0296271585
2257,189360.71178372155
2258,175538.97976161444
2259,166809.8643302303
2260,140327.80855816955
2261,197943.14417365045
2262,219882.59770540465
2263,326914.147038175
2264,396198.04776186775
2265,203426.9425616963
2266,284845.3787278178
2267,333285.91996558954
2268,365984.51287030964
2269,153835.80087917906
2270,202546.07377221537
2271,237659.75624475596
2272,226537.9942681235
2273,174573.05050592517
2274,176090.40399396382
2275,168981.16482500415
2276,194973.71985970452
2277,183670.25927449585
2278,151979.61632224594
2279,129616.10735820376
2280,94958.47928711318
2281,183087.48178102027
2282,203638.6474370469
2283,117292.96221573549
2284,145395.5592434509
2285,152360.29871408004
2286,113385.56708373444
2287,326290.54819758446
2288,264373.97182118637
2289,311507.3290185358
2290,380473.94367958454
2291,312598.28071804857
2292,379552.83885384304
2293,391477.20844560117
2294,338189.4709531765
2295,400302.07041958533
2296,260694.49257574035
2297,307411.63674632576
2298,310832.03778671124
2299,327262.8110392679
2300,297595.6435047679
2301,282915.3922463519
2302,254566.58597711605
2303,244954.53232040137
2304,252685.4644961227
2305,206789.61911581972
2306,209641.7705097077
2307,203652.62528151597
2308,235639.5277779581
2309,299264.44348185684
2310,218832.20025857506
2311,222511.72973202638
2312,195785.50160641372
2313,183541.27433814688
2314,180120.91034760987
2315,187631.80541732724
2316,188164.32826934764
2317,188157.59900361
2318,182431.7407620206
2319,197901.18841419622
2320,194994.20704764643
2321,258115.2880468417
2322,195300.32599577724
2323,202698.76523746367
2324,204990.8398971495
2325,215906.9432937275
2326,197599.79457702345
2327,219305.2784974406
2328,231789.390936791
2329,183687.09883542938
2330,174209.31554058424
2331,310950.9839961672
2332,345760.06793266686
2333,302244.3454197132
2334,247252.63282282013
2335,283551.5880637992
2336,301240.01292310224
2337,197005.0863110556
2338,258199.44364398162
2339,229060.54374613203
2340,371450.92381453
2341,212487.96123222823
2342,243339.8353533273
2343,237305.7061764721
2344,227819.60969428337
2345,251174.67766016416
2346,215300.1166741399
2347,198859.65390182319
2348,243627.36365925244
2349,186701.31208069078
2350,290375.42478177045
2351,255105.27444114015
2352,239011.50302633052
2353,244860.12859372926
2354,131939.7672398646
2355,171425.84234339648
2356,176587.0308433952
2357,215434.0519045097
2358,212827.18730715805
2359,127680.29053278474
2360,116860.41011972443
2361,131167.7223854549
2362,276153.56867920735
2363,111898.8277221506
2364,173777.59529787776
2365,234359.16628449972
2366,200278.04001543237
2367,221418.46298321636
2368,225090.0126802411
2369,225202.93906024375
2370,163820.1887174108
2371,178120.62592384443
2372,196068.72994976447
2373,289079.7153892332
2374,319873.8947887517
2375,254414.8298447435
2376,302265.79389118124
2377,331577.5824173838
2378,141299.37470889298
2379,206756.0977340193
2380,164012.62986870276
2381,180486.08269830645
2382,215809.54568163547
2383,205266.5575415181
2384,249486.82585417407
2385,148602.35814447768
2386,133296.25235071642
2387,123779.3218387602
2388,101221.80719265595
2389,136906.07408909858
2390,134003.43158245427
2391,130537.66162634143
2392,94782.77457421878
2393,165165.85672408357
2394,130867.90352899031
2395,191416.1040484182
2396,148614.47383977807
2397,219858.63474626004
2398,116276.34522329501
2399,25188.857738136372
2400,27484.654247542698
2401,102242.09310293471
2402,138327.92928339608
2403,135640.4743140679
2404,139100.4706559078
2405,160166.8440270484
2406,136706.12009061096
2407,113865.1059857551
2408,145055.1163181522
2409,114985.86617603584
2410,184079.14811292329
2411,109737.58864626975
2412,146800.93138717764
2413,119003.84023899856
2414,150468.641307349
2415,125003.39496684729
2416,127239.47321516546
2417,128947.27808022898
2418,112792.3381563453
2419,107829.91038940678
2420,112997.45214690728
2421,140126.36539965033
2422,111704.5550639272
2423,111500.49359175278
2424,130633.85431432733
2425,247299.6543295023
2426,143289.36557673974
2427,139909.32047973733
2428,167705.62092662303
2429,97576.3750165375
2430,129359.78768205727
2431,122244.67756985841
2432,131880.41585199974
2433,137848.82724690318
2434,136632.26132903827
2435,147866.34664340215
2436,104576.28723873454
2437,103295.42620126641
2438,109206.50215062214
2439,121434.14704012955
2440,137328.3132075595
2441,76545.66174956583
2442,97236.1382608866
2443,113540.11804641993
2444,132331.35994592632
2445,80458.22721733642
2446,130858.39641152663
2447,226808.56968746983
2448,161917.05890748304
2449,115078.40246132034
2450,167427.38299870744
2451,128374.24325642842
2452,207818.6405366021
2453,89002.69062149152
2454,126114.10343602611
2455,127791.59570678158
2456,121598.66740384544
2457,114862.32633529865
2458,127342.19386108223
2459,109698.79206431535
2460,141917.92374729147
2461,118206.18718198591
2462,120030.66069911324
2463,138409.7490108649
2464,180358.96976338103
2465,155159.42117256767
2466,111190.70791527722
2467,163232.78526043598
2468,109794.64568314969
2469,111406.02860188909
2470,198182.91462685933
2471,212452.62467962436
2472,190188.7798001039
2473,97303.49854208162
2474,83830.01828862785
2475,205241.4591729855
2476,107372.74132121122
2477,132603.83166126217
2478,173837.6716620029
2479,104573.41418349626
2480,131977.06625870863
2481,116026.63433729566
2482,140537.27866693164
2483,98359.21007677558
2484,115516.42800049187
2485,123510.1742097004
2486,141955.71558718503
2487,215432.55066486754
2488,169667.2432380142
2489,162865.70792828713
2490,127619.40682737072
2491,73763.56085579403
2492,199213.50219256754
2493,158275.6119748512
2494,167315.52411503126
2495,102612.84230092575
2496,238222.84025220908
2497,170316.86441037213
2498,107397.09564309119
2499,92180.05806814914
2500,127807.15313976919
2501,123912.36764128777
2502,142883.62777527407
2503,86326.39726181189
2504,167233.80687930973
2505,235683.19683277115
2506,248536.50889248002
2507,285612.72027061577
2508,249130.46919545703
2509,228923.00630095208
2510,234731.11538234635
2511,200098.56956959274
2512,217850.55234110847
2513,244367.6733447462
2514,261392.7617121026
2515,150349.61563759312
2516,172787.00254871187
2517,131472.3397805892
2518,143661.01392784787
2519,229752.52302789185
2520,216730.08963779334
2521,211603.06076304914
2522,233098.9446787143
2523,125938.27600013526
2524,133266.19468256956
2525,130219.5331304406
2526,142998.93416439297
2527,117330.18916949604
2528,105845.41006605845
2529,137237.312492337
2530,111591.75896408438
2531,243567.82701018374
2532,236772.8998549287
2533,214298.56065024497
2534,244832.74249997255
2535,284150.770459465
2536,249162.72309667824
2537,238869.297146835
2538,203811.42460032148
2539,206441.61326282847
2540,184300.26120883666
2541,200319.40523322075
2542,169134.109363817
2543,131510.3802296852
2544,106530.7087508536
2545,142902.25608109203
2546,141007.71531530764
2547,141628.79694231474
2548,155403.28711036823
2549,152886.81658708476
2550,639682.6301763827
2551,162010.7925476498
2552,98787.47907708643
2553,55671.446812367096
2554,89136.56401059791
2555,104100.12015257333
2556,81676.32506946428
2557,98035.31389975076
2558,139384.1396829826
2559,133463.89598313227
2560,140429.0275110286
2561,139943.40689377536
2562,132935.22755649246
2563,125197.80698307717
2564,184142.6744334109
2565,139550.25275705705
2566,142466.72381260342
2567,132976.01989738704
2568,181773.67596668928
2569,197356.96905661418
2570,135254.58068753147
2571,174286.80224616828
2572,176919.57421168833
2573,217185.72956196367
2574,295304.4652644228
2575,153996.34467292627
2576,126569.43717329219
2577,161142.75752563498
2578,87748.72969588399
2579,44624.62327293062
2580,116201.43412918856
2581,117102.9284473336
2582,139733.12015353763
2583,261270.50670464124
2584,182976.74794367814
2585,191653.94531078896
2586,238551.36334318985
2587,202893.6264359595
2588,149552.3548917135
2589,157201.18685031877
2590,223647.8455858632
2591,219870.34621413102
2592,222690.65100157892
2593,253346.50980286105
2594,187278.65436420587
2595,227883.74829311084
2596,281313.4410290433
2597,204579.42904696937
2598,267972.0682710605
2599,338192.23968383064
2600,190499.46828111823
2601,157082.0375685564
2602,83074.21013974346
2603,93197.25375427952
2604,79543.43848449696
2605,89488.8568204111
2606,156908.3916042508
2607,184960.8473006504
2608,198209.35589540962
2609,162405.3300884386
2610,110443.84304931649
2611,153315.67164869877
2612,161775.11030139428
2613,114309.19030544197
2614,103888.37630714494
2615,155717.74597077197
2616,160833.82434210976
2617,197824.53953617704
2618,223643.22941057445
2619,199449.19287896014
2620,156926.84882435083
2621,169622.5513872039
2622,172321.87211530298
2623,240417.64783650017
2624,276562.80661238707
2625,297748.4760105305
2626,167822.878152456
2627,173296.8328972713
2628,369760.24257519946
2629,386818.9885375248
2630,317968.5990487803
2631,396358.805519662
2632,335129.7652984378
2633,292815.0067620204
2634,356415.87653797586
2635,162411.1538345059
2636,177906.23576918637
2637,204112.64531053932
2638,253448.67186743385
2639,188953.1095291576
2640,143553.15831103575
2641,92696.34642427275
2642,202671.70450338002
2643,117973.90810550409
2644,143138.72405643397
2645,117749.68390506107
2646,109751.22171910328
2647,120208.20473236064
2648,160047.1346120412
2649,129031.50860638704
2650,133332.96378928397
2651,154968.77808337766
2652,371652.8467384768
2653,251893.90223808328
2654,259437.90392579153
2655,360774.87557298515
2656,293159.31157399435
2657,337131.38173423824
2658,285740.4945460118
2659,284433.34259037103
2660,325589.1331676324
2661,321573.48469892517
2662,336686.43211139704
2663,281330.7748786025
2664,290307.5360905186
2665,313660.62780210166
2666,287513.9593685899
2667,190670.689226659
2668,207346.76210661672
2669,186151.52292115332
2670,266479.046292924
2671,206692.6752639817
2672,209288.86085023943
2673,220397.15866625795
2674,233473.88364850785
2675,190402.0821328461
2676,206621.41499102933
2677,207072.5339992911
2678,244764.74669764497
2679,267512.5378091227
2680,269979.7857817742
2681,355157.61496242194
2682,291237.16514559265
2683,412448.3662330813
2684,286834.2230377337
2685,302201.26378326444
2686,259478.69070329794
2687,294293.2882319249
2688,231069.56323553357
2689,212852.19643191653
2690,382479.8745744742
2691,202758.37607223485
2692,129015.63386978899
2693,208362.5637837368
2694,150191.0271336386
2695,215026.25941390093
2696,204666.79493917755
2697,184888.8765840452
2698,222392.43394908213
2699,203218.20387766752
2700,180056.15814248545
2701,166964.19539473733
2702,120551.15495868275
2703,145851.7992714705
2704,142925.05673064347
2705,109742.62529328081
2706,96050.32439195557
2707,110491.51398024167
2708,119189.10829428592
2709,101801.74952171452
2710,113515.000383101
2711,299790.9558166496
2712,330688.1564728264
2713,191821.2562950986
2714,167850.4044839885
2715,180552.95654927872
2716,169753.5019288139
2717,201158.13125871765
2718,222622.9171917911
2719,162099.95241182062
2720,189385.57148521827
2721,130994.96961861927
2722,178918.6607508457
2723,143687.8690633529
2724,129089.26131560726
2725,119819.20797462537
2726,136349.87744007012
2727,185478.99262405993
2728,169998.50558626428
2729,130602.00608084656
2730,135031.77845664366
2731,114260.93503331603
2732,109466.09825628868
2733,152749.1078447754
2734,143486.14292962445
